Date,Beras,Beras Kualitas Bawah I (kg),Beras Kualitas Bawah II (kg),Beras Kualitas Medium I (kg),Beras Kualitas Medium II (kg),Beras Kualitas Super I (kg),Beras Kualitas Super II (kg),Daging Ayam,Daging Ayam Ras Segar (kg),Daging Sapi,Daging Sapi Kualitas 1 (kg),Daging Sapi Kualitas 2 (kg),Telur Ayam,Telur Ayam Ras Segar(kg),Bawang Merah,Bawang Merah Ukuran Sedang (kg),Bawang Putih,Bawang Putih Ukuran Sedang (kg),Cabai Merah,Cabai Merah Besar (kg),Cabai Merah Keriting  (kg),Cabai Rawit,Cabai Rawit Hijau (kg),Cabai Rawit Merah (kg),Minyak Goreng,Minyak Goreng Curah (kg),Minyak Goreng Kemasan Bermerk 1 (kg),Minyak Goreng Kemasan Bermerk 2 (kg),Gula Pasir,Gula Pasir Kualitas Premium (kg),Gula Pasir Lokal (kg)
27/08/2020,11850,10800,10450,11850,11650,13150,12750,30300,30300,118250,121850,113100,25850,25850,30650,30650,25750,25750,29700,30000,29050,31500,30600,31850,13850,12550,14700,14000,14650,16250,13700
28/08/2020,11850,10800,10450,11850,11650,13100,12750,30050,30050,118300,121850,113200,25750,25750,30600,30600,25950,25950,29600,30050,28900,31500,30500,31950,13850,12550,14700,14000,14650,16250,13700
31/08/2020,11850,10800,10450,11850,11650,13100,12750,29850,29850,118250,121850,113150,25600,25600,30450,30450,26050,26050,29450,30100,28450,31800,31050,32600,13850,12550,14700,14000,14600,16250,13700
01/09/2020,11850,10800,10400,11850,11650,13100,12750,29950,29950,118200,121800,113050,25500,25500,30600,30600,26250,26250,29400,30100,28450,31900,31100,32650,13850,12550,14700,14000,14650,16200,13700
02/09/2020,11800,10750,10400,11850,11650,13100,12700,30150,30150,118150,121800,113000,25450,25450,30650,30650,26250,26250,29600,30400,28500,31800,30950,32750,13850,12550,14700,14000,14600,16200,13650
03/09/2020,11850,10750,10400,11900,11650,13100,12700,30350,30350,118100,121800,112850,25450,25450,30450,30450,26300,26300,29650,30600,28600,32000,30800,33250,13900,12650,14700,14050,14650,16150,13700
04/09/2020,11800,10750,10400,11850,11650,13100,12700,30550,30550,118250,121900,113000,25400,25400,30500,30500,26350,26350,29600,30850,28500,32000,30700,33350,13900,12650,14700,14050,14650,16150,13700
07/09/2020,11800,10750,10400,11850,11650,13100,12700,31050,31050,118250,121900,113000,25300,25300,30850,30850,26450,26450,30950,32600,29750,32750,31150,34100,13950,12700,14750,14100,14550,16150,13650
08/09/2020,11800,10750,10400,11850,11650,13100,12700,31300,31300,118300,121900,113000,25200,25200,30900,30900,26450,26450,31450,33400,30150,32550,31050,33900,13950,12750,14750,14100,14550,16150,13600
09/09/2020,11800,10750,10400,11850,11650,13100,12700,31450,31450,118300,121900,113050,25050,25050,31000,31000,26500,26500,31750,33450,30350,32800,31100,33950,13950,12800,14750,14100,14550,16100,13600
10/09/2020,11800,10750,10400,11850,11650,13100,12700,31500,31500,118200,121800,112950,25000,25000,31050,31050,26600,26600,31850,33750,30450,32600,31000,33850,13950,12800,14750,14100,14550,16100,13600
11/09/2020,11800,10750,10400,11850,11650,13100,12700,31650,31650,118200,121800,112950,24950,24950,31050,31050,26650,26650,32050,33750,30700,32650,30750,33850,14000,12850,14750,14100,14550,16100,13600
14/09/2020,11800,10750,10400,11850,11650,13100,12700,31300,31300,118200,121850,112850,24850,24850,31100,31100,26600,26600,32850,34650,31350,32100,30700,33150,14000,12850,14750,14100,14550,16100,13600
15/09/2020,11800,10750,10400,11850,11650,13100,12700,31250,31250,118050,121900,112550,24800,24800,31100,31100,26800,26800,33000,34900,31450,31850,30650,32850,14000,12850,14750,14100,14500,16100,13600
16/09/2020,11800,10750,10400,11850,11650,13100,12700,31400,31400,118200,121900,112850,24800,24800,31050,31050,26800,26800,33250,35050,31750,32050,30900,33000,14000,12900,14800,14150,14500,16100,13550
17/09/2020,11800,10750,10400,11850,11650,13100,12700,31550,31550,118200,121900,112850,24750,24750,31050,31050,26850,26850,33300,35050,31750,32000,30850,32900,14000,12900,14800,14150,14500,16050,13550
18/09/2020,11800,10750,10400,11850,11650,13100,12700,31550,31550,118200,121900,112850,24700,24700,30950,30950,26800,26800,33000,35200,31400,31550,30750,32400,14050,12900,14800,14150,14500,16050,13550
21/09/2020,11800,10750,10400,11850,11650,13100,12700,32100,32100,118200,121900,112850,24550,24550,30850,30850,26750,26750,34000,36450,32100,31500,31450,31750,14050,13000,14800,14150,14450,16050,13550
22/09/2020,11800,10750,10400,11850,11650,13100,12700,32150,32150,118100,121750,112750,24550,24550,30800,30800,26750,26750,34000,36450,32150,30800,30750,30900,14100,13050,14800,14150,14450,16050,13500
23/09/2020,11800,10750,10400,11850,11650,13100,12700,32250,32250,118200,121850,112850,24500,24500,30700,30700,26600,26600,34250,36500,32350,30700,30700,30600,14100,13050,14800,14150,14450,16000,13500
24/09/2020,11800,10750,10400,11850,11650,13100,12700,32100,32100,116650,120300,111300,24500,24500,30700,30700,26550,26550,34450,36750,32600,30600,30650,30500,14100,13100,14800,14150,14450,16000,13500
25/09/2020,11800,10750,10400,11850,11600,13100,12700,32150,32150,118200,121850,112850,24450,24450,30700,30700,26600,26600,34800,37050,33100,30700,30600,30650,14100,13100,14850,14200,14450,16000,13500
28/09/2020,11800,10750,10400,11850,11600,13100,12700,31900,31900,118150,121850,112800,24300,24300,30450,30450,26600,26600,36600,38350,35000,30600,30500,30700,14150,13100,14850,14200,14400,15950,13500
29/09/2020,11800,10750,10400,11850,11600,13100,12700,31700,31700,118150,121850,112800,24200,24200,30350,30350,26550,26550,37000,39100,35350,30900,30350,31400,14150,13100,14850,14200,14400,15950,13450
30/09/2020,11800,10750,10400,11850,11650,13100,12700,31450,31450,118150,121900,112800,24150,24150,30300,30300,26550,26550,37700,39500,36200,31550,31350,31800,14150,13100,14850,14200,14400,15950,13450
01/10/2020,11800,10750,10400,11850,11650,13100,12700,31450,31450,118150,121900,112800,24100,24100,30250,30250,26500,26500,38200,40000,36700,31700,31500,32000,14150,13150,14850,14200,14400,15950,13450
02/10/2020,11800,10750,10400,11850,11650,13100,12700,31400,31400,118200,121900,112800,24100,24100,30250,30250,26550,26550,38750,40700,37250,31800,31700,32000,14150,13100,14850,14200,14350,15950,13450
05/10/2020,11800,10750,10400,11850,11650,13100,12700,31400,31400,118150,121900,112800,24050,24050,30950,30950,26600,26600,41900,43750,40400,32400,32000,32750,14150,13050,14850,14200,14400,15900,13450
06/10/2020,11800,10750,10400,11850,11650,13100,12700,31550,31550,118150,121900,112800,23950,23950,31250,31250,26700,26700,42300,44150,40450,33300,32150,33200,14150,13100,14850,14200,14350,15900,13450
07/10/2020,11800,10750,10400,11850,11650,13100,12700,31550,31550,118150,121850,112800,23950,23950,31500,31500,26650,26650,42800,44400,40950,33200,32750,33400,14150,13050,14850,14200,14350,15900,13450
08/10/2020,11800,10750,10400,11850,11650,13100,12700,31600,31600,118300,121950,113000,23900,23900,31650,31650,26600,26600,43200,44650,41350,33150,32600,33300,14150,13050,14850,14200,14350,15900,13450
09/10/2020,11800,10750,10400,11850,11650,13100,12700,31650,31650,118150,121850,112800,23950,23950,31950,31950,26550,26550,43500,44550,41700,33300,32950,33250,14150,13050,14850,14250,14350,15950,13450
12/10/2020,11800,10750,10400,11850,11650,13100,12700,31700,31700,118200,121850,112850,24200,24200,33200,33200,26750,26750,43750,44450,42250,33100,33000,32900,14150,13100,14850,14250,14350,15950,13450
13/10/2020,11800,10800,10400,11850,11650,13100,12700,31950,31950,118200,121900,112850,24250,24250,33350,33350,26750,26750,43550,44200,42050,33600,33750,33150,14150,13100,14850,14250,14350,15950,13450
14/10/2020,11800,10800,10400,11850,11650,13100,12700,32000,32000,118200,121900,112850,24400,24400,33700,33700,26750,26750,43200,43900,41700,33700,33850,33300,14150,13100,14850,14250,14350,15900,13450
15/10/2020,11800,10800,10400,11850,11650,13100,12700,32100,32100,118200,121900,112850,24500,24500,33850,33850,26700,26700,42950,43450,41550,34250,34700,33700,14150,13100,14850,14250,14350,15950,13450
16/10/2020,11800,10750,10400,11850,11650,13100,12700,32250,32250,118200,121850,112850,24600,24600,34000,34000,26800,26800,42800,43300,41400,34150,34550,33650,14150,13100,14850,14250,14350,15950,13450
19/10/2020,11800,10750,10400,11850,11650,13100,12700,32500,32500,117350,120250,112800,24750,24750,34300,34300,26850,26850,42100,42400,40950,33950,34050,34050,14150,13100,14850,14250,14350,15900,13450
20/10/2020,11800,10750,10400,11850,11650,13100,12700,32400,32400,118150,121800,112800,24800,24800,34500,34500,27000,27000,42000,41900,41250,34300,34150,34550,14150,13100,14850,14250,14400,15900,13450
21/10/2020,11800,10750,10400,11850,11600,13100,12750,32500,32500,118150,121850,112850,24850,24850,34500,34500,27150,27150,41650,41650,40900,34400,34200,34750,14150,13100,14850,14250,14350,15900,13450
22/10/2020,11800,10750,10400,11850,11600,13100,12700,32500,32500,118150,121800,112800,24900,24900,34600,34600,27100,27100,41800,41500,41150,34350,33750,35200,14150,13100,14850,14300,14300,15800,13400
23/10/2020,11800,10750,10400,11850,11600,13100,12700,32450,32450,118150,121800,112800,24850,24850,34700,34700,27200,27200,41850,41500,41200,34600,33150,36000,14150,13100,14850,14300,14300,15800,13400
26/10/2020,11800,10750,10400,11850,11600,13100,12700,32800,32800,118100,121750,112750,24850,24850,35200,35200,27300,27300,42550,43550,41700,35400,33900,36750,14200,13150,14850,14300,14300,15800,13400
27/10/2020,11850,10700,10400,11850,11600,13100,12700,33100,33100,118550,122250,113200,24950,24950,35250,35250,27500,27500,43000,43150,42250,35500,33800,36750,14200,13150,14850,14350,14300,15800,13400
02/11/2020,11800,10750,10400,11850,11600,13100,12650,34100,34100,117850,121650,112400,24850,24850,35450,35450,27750,27750,43700,44400,42750,35550,33750,37050,14250,13250,14950,14350,14350,15800,13450
03/11/2020,11800,10750,10400,11850,11600,13100,12650,34200,34200,118150,121800,112800,24900,24900,35850,35850,27900,27900,43850,44800,42700,35200,33100,36750,14250,13250,14900,14350,14400,15850,13450
04/11/2020,11800,10800,10400,11850,11650,13100,12650,34350,34350,118300,121850,113050,24900,24900,36050,36050,27900,27900,43750,44500,42600,35300,33100,36950,14250,13300,14900,14350,14400,15900,13450
05/11/2020,11800,10800,10400,11850,11650,13100,12650,34500,34500,118250,121850,113000,24950,24950,36300,36300,27950,27950,43600,44450,42250,35500,33400,37250,14250,13300,14900,14350,14400,15850,13450
06/11/2020,11800,10800,10400,11850,11650,13100,12650,34650,34650,118250,121850,113000,25050,25050,36700,36700,28100,28100,43350,44050,42200,35700,33550,37650,14250,13300,14900,14350,14400,15900,13450
09/11/2020,11800,10800,10400,11850,11650,13100,12650,34900,34900,118250,121850,113000,25150,25150,37400,37400,28200,28200,42950,43800,41800,36400,33600,39200,14300,13350,14950,14350,14400,15850,13450
10/11/2020,11800,10800,10400,11850,11650,13050,12650,34900,34900,118250,121850,112950,25200,25200,37750,37750,28250,28250,42900,43550,41700,36650,33750,39400,14300,13300,14950,14350,14400,15850,13450
11/11/2020,11800,10800,10400,11850,11650,13100,12650,35000,35000,118250,121850,113000,25300,25300,38000,38000,28300,28300,42700,43650,41550,36650,33700,39600,14300,13300,14950,14400,14400,15850,13450
12/11/2020,11800,10750,10400,11850,11650,13100,12650,35100,35100,118350,121850,113150,25400,25400,38200,38200,28400,28400,42300,43450,41100,36600,33650,39650,14300,13350,14950,14400,14400,15850,13450
13/11/2020,11800,10750,10400,11850,11650,13100,12650,35100,35100,118350,121850,113150,25550,25550,38350,38350,28500,28500,42100,43050,41050,36350,33700,39150,14300,13350,14950,14400,14350,15850,13450
16/11/2020,11800,10750,10400,11850,11650,13050,12650,35300,35300,118300,121900,113050,25900,25900,38450,38450,28650,28650,41650,42550,40400,36700,34250,39150,14300,13350,14950,14350,14400,15850,13450
17/11/2020,11800,10750,10400,11850,11650,13050,12650,35350,35350,118350,121900,113200,26000,26000,38450,38450,28600,28600,41450,42250,40200,36700,34200,39150,14300,13400,15000,14400,14400,15850,13500
18/11/2020,11800,10750,10400,11850,11650,13050,12650,35200,35200,118200,121800,113050,26000,26000,38300,38300,28750,28750,41300,42300,40150,36400,34100,38700,14350,13400,15000,14400,14400,15850,13500
19/11/2020,11800,10750,10400,11850,11650,13050,12650,35250,35250,118250,121850,113050,26050,26050,38350,38350,28750,28750,41150,42500,39900,36150,33850,38650,14350,13400,15000,14400,14400,15850,13500
20/11/2020,11800,10750,10350,11850,11650,13100,12650,35300,35300,118250,121850,113050,26150,26150,38450,38450,28750,28750,41150,42550,39900,36150,33750,38800,14350,13400,15000,14400,14400,15850,13450
23/11/2020,11800,10750,10400,11850,11650,13050,12650,35250,35250,118700,122300,113550,26300,26300,38300,38300,28800,28800,40800,42450,39250,36200,33550,39550,14350,13400,15000,14400,14400,15850,13450
24/11/2020,11800,10750,10400,11850,11650,13050,12650,35300,35300,118550,122150,113400,26300,26300,38150,38150,28850,28850,40850,42200,39450,36450,33700,39800,14350,13400,15000,14400,14400,15850,13450
25/11/2020,11800,10750,10400,11850,11650,13050,12650,35350,35350,118500,122100,113350,26300,26300,38100,38100,28850,28850,40750,41950,39450,36750,33700,40350,14350,13400,15000,14400,14400,15800,13450
26/11/2020,11800,10750,10400,11850,11600,13050,12650,35400,35400,118500,122100,113350,26300,26300,38000,38000,28900,28900,41150,42750,39550,37500,34050,41250,14350,13450,15000,14400,14400,15850,13450
27/11/2020,11800,10750,10400,11850,11600,13050,12650,35250,35250,118500,122100,113350,26300,26300,37850,37850,28800,28800,42150,43650,40600,38050,34100,42300,14350,13450,15000,14400,14400,15800,13450
30/11/2020,11800,10750,10400,11850,11600,13050,12650,35050,35050,118450,122050,113300,26350,26350,37750,37750,28800,28800,44500,45700,43200,41300,36350,46400,14350,13450,15000,14400,14400,15800,13450
01/12/2020,11800,10800,10400,11850,11650,13050,12650,35000,35000,118400,122000,113250,26350,26350,37550,37550,28750,28750,45300,46550,44100,42600,36250,47200,14350,13450,15000,14400,14400,15800,13450
02/12/2020,11800,10750,10400,11850,11600,13050,12650,34850,34850,118450,122000,113250,26350,26350,37500,37500,28750,28750,45700,46850,44700,42600,36550,48600,14400,13500,15000,14450,14350,15800,13450
03/12/2020,11800,10750,10400,11850,11600,13050,12650,34750,34750,118400,122000,113250,26400,26400,37150,37150,28750,28750,46550,48100,45400,42750,37200,48300,14400,13500,15000,14450,14350,15800,13450
04/12/2020,11800,10750,10400,11850,11600,13050,12650,34650,34650,118400,122000,113250,26450,26450,37450,37450,28750,28750,47450,49100,46250,43800,38100,49750,14400,13400,15050,14450,14350,15800,13450
07/12/2020,11800,10750,10400,11850,11600,13050,12650,34450,34450,118500,122150,113300,26800,26800,37500,37500,28700,28700,48650,50900,47450,46250,39500,52650,14400,13450,15050,14450,14350,15800,13450
08/12/2020,11800,10750,10400,11850,11600,13050,12650,34350,34350,118500,122150,113300,27000,27000,37500,37500,28700,28700,49200,51700,47900,46700,39900,53450,14400,13450,15050,14450,14350,15800,13450
10/12/2020,11800,10750,10400,11850,11600,13050,12650,34600,34600,118600,122200,113350,27300,27300,37350,37350,28750,28750,50050,52450,48950,47350,41800,53400,14400,13450,15050,14450,14350,15800,13450
11/12/2020,11800,10750,10400,11850,11600,13050,12650,34800,34800,118600,122200,113400,27500,27500,37250,37250,28750,28750,50250,53150,48900,47750,42550,53400,14400,13450,15050,14450,14350,15800,13450
14/12/2020,11800,10750,10400,11850,11600,13050,12650,35400,35400,118650,122250,113650,28100,28100,37100,37100,28650,28650,50800,54000,49200,47400,43650,51200,14400,13450,15050,14450,14350,15800,13450
15/12/2020,11800,10750,10400,11800,11600,13100,12650,35550,35550,118700,122300,113700,28250,28250,37000,37000,28650,28650,51150,54300,49800,47950,44150,51750,14400,13450,15050,14450,14400,15800,13450
16/12/2020,11800,10750,10400,11850,11600,13100,12650,35900,35900,118850,122450,113850,28350,28350,36850,36850,28650,28650,51300,54500,49950,47800,44100,51600,14400,13450,15050,14450,14350,15800,13450
17/12/2020,11800,10750,10400,11850,11600,13100,12650,35950,35950,118700,122300,113700,28400,28400,36400,36400,28650,28650,51900,55200,50600,48300,44500,52250,14400,13450,15050,14450,14350,15800,13450
18/12/2020,11800,10750,10400,11850,11600,13100,12650,36100,36100,118850,122400,113800,28450,28450,36700,36700,28650,28650,52650,55800,51400,48450,44950,52500,14400,13450,15050,14450,14350,15800,13450
21/12/2020,11800,10750,10400,11800,11600,13100,12650,36100,36100,118850,122400,113800,28800,28800,36150,36150,28450,28450,54950,57800,53550,51700,47150,56200,14400,13500,15050,14450,14350,15800,13450
22/12/2020,11800,10750,10400,11800,11600,13100,12750,36450,36450,118800,122400,113450,28650,28650,36000,36000,28550,28550,56600,59300,55500,53450,50250,57600,14400,13500,15100,14450,14350,15800,13500
23/12/2020,11800,10750,10400,11800,11600,13100,12750,36300,36300,118850,122450,113500,28850,28850,35850,35850,28500,28500,57300,59600,56400,53450,50850,57350,14400,13500,15100,14450,14400,15850,13450
28/12/2020,11800,10750,10400,11800,11600,13050,12700,36050,36050,118350,122250,112750,28250,28250,35000,35000,28500,28500,59550,59950,59000,58600,54400,63300,14400,13500,15100,14450,14400,15850,13450
29/12/2020,11800,10750,10400,11800,11600,13050,12700,36000,36000,118450,122300,112850,28200,28200,34800,34800,28500,28500,59050,59750,58350,59450,55300,63700,14400,13450,15100,14450,14400,15850,13450
30/12/2020,11800,10750,10400,11800,11600,13100,12750,36150,36150,119150,122800,113850,28200,28200,34650,34650,28700,28700,58250,59150,57800,59700,55500,64100,14450,13450,15100,14450,14400,15850,13450
04/01/2021,11800,10800,10400,11800,11650,13100,12750,36100,36100,118750,122600,113200,27700,27700,33950,33950,28500,28500,57550,56800,58200,68900,61300,76850,14450,13500,15100,14450,14400,15750,13500
05/01/2021,11800,10850,10450,11800,11600,13050,12750,36000,36000,119300,123100,113400,27600,27600,33850,33850,28500,28500,57350,56600,58100,68500,58250,77950,14500,13550,15150,14500,14450,15750,13500
06/01/2021,11800,10800,10450,11850,11650,13100,12750,36100,36100,119400,123200,113350,27650,27650,33700,33700,28450,28450,56350,55900,57250,68850,57150,78650,14500,13550,15150,14450,14400,15700,13500
07/01/2021,11800,10800,10450,11800,11650,13100,12750,36150,36150,119400,123250,113450,27600,27600,33550,33550,28500,28500,55900,54450,57100,69550,58750,79100,14500,13550,15150,14450,14400,15700,13500
08/01/2021,11800,10800,10450,11800,11650,13100,12750,35800,35800,119450,123250,113500,27550,27550,33350,33350,28450,28450,54900,53350,55950,69800,58300,78600,14500,13550,15150,14450,14400,15750,13500
11/01/2021,11800,10800,10450,11800,11650,13100,12750,35700,35700,119350,123200,113300,27450,27450,33050,33050,28300,28300,52850,50850,54600,69700,58300,78300,14500,13600,15150,14500,14400,15700,13500
